402,9.952e-06,0.00274176,0.239101,1.10219
403,1.3178e-05,0.00277113,0.25619,1.11676
402,1.4022e-05,0.00282636,0.227749,1.1362
402,1.1221e-05,0.00278751,0.227093,1.12058
402,1.2119e-05,0.0027264,0.241811,1.09601
406,1.3119e-05,0.00280018,0.257288,1.13687
406,1.4645e-05,0.00279123,0.252337,1.13324
406,1.0791e-05,0.00277252,0.256341,1.12564
402,1.2283e-05,0.00289713,0.253139,1.16464
406,1.3461e-05,0.00283304,0.260049,1.15021
283,1.4897e-05,0.00296536,0.248882,0.839196
282,8.857e-06,0.00300957,0.256551,0.848698
285,1.2946e-05,0.00302095,0.256955,0.86097
286,9.83e-06,0.00305228,0.257807,0.872953
283,1.1587e-05,0.0030395,0.252238,0.860179
285,1.5047e-05,0.0030479,0.267347,0.868652
283,8.834e-06,0.00304216,0.249952,0.860932
285,1.2841e-05,0.00296016,0.25737,0.843646
282,1.1053e-05,0.00304172,0.262486,0.857766
285,8.727e-06,0.0029744,0.25375,0.847705
403,1.2275e-05,0.00274981,0.244405,1.10817
405,9.07e-06,0.00280065,0.231816,1.13426
403,9.009e-06,0.00275402,0.245481,1.10987
402,1.2873e-05,0.00272563,0.239896,1.0957
406,9.219e-06,0.00274349,0.242704,1.11386
402,1.0563e-05,0.00280486,0.248195,1.12756
406,1.0112e-05,0.00272987,0.243186,1.10833
403,8.76e-06,0.00273992,0.248065,1.10419
406,9.206e-06,0.00269612,0.241036,1.09462
402,1.3749e-05,0.00286106,0.268975,1.15015
283,1.1433e-05,0.00291231,0.23998,0.824183
283,1.1148e-05,0.00299707,0.243772,0.84817
282,9.818e-06,0.00295677,0.23395,0.833809
282,9.517e-06,0.00287519,0.235965,0.810804
283,1.0033e-05,0.00292742,0.239057,0.828459
279,9.985e-06,0.00305837,0.241198,0.853284
282,1.0768e-05,0.00290967,0.239116,0.820526
282,1.4769e-05,0.00293194,0.244025,0.826806
283,1.0601e-05,0.00288944,0.240783,0.817712
280,1.3466e-05,0.00293035,0.238069,0.820497
405,8.018e-06,0.0027701,0.231775,1.12189
406,1.4871e-05,0.0027869,0.24677,1.13148
403,1.1503e-05,0.0028288,0.235234,1.14001
406,1.2894e-05,0.00279723,0.2326,1.13568
403,7.817e-06,0.00277209,0.232203,1.11715
406,9.475e-06,0.00269079,0.243202,1.09246
403,4.093e-06,0.00282277,0.253562,1.13758
403,8.762e-06,0.00278189,0.257542,1.1211
406,1.3864e-05,0.0028102,0.245605,1.14094
405,1.0418e-05,0.00276976,0.24098,1.12175
403,1.2784e-05,0.00267962,0.214739,1.07989
402,1.2719e-05,0.00277754,0.246751,1.11657
406,1.1325e-05,0.00266452,0.229715,1.0818
403,1.0511e-05,0.00271566,0.216195,1.09441
406,1.7425e-05,0.00271883,0.228226,1.10385
403,1.2565e-05,0.00270158,0.226565,1.08874
406,1.4352e-05,0.0026081,0.218824,1.05889
403,1.0536e-05,0.00265393,0.222442,1.06953
403,7.088e-06,0.00260834,0.213685,1.05116
405,8.667e-06,0.00275358,0.21988,1.1152
403,1.3748e-05,0.00266888,0.225784,1.07556
406,1.0546e-05,0.00267433,0.23153,1.08578
403,1.4056e-05,0.00276562,0.254569,1.11455
402,1.5236e-05,0.00258507,0.216308,1.0392
406,2.859e-06,0.0026174,0.221495,1.06266
402,9.266e-06,0.00263982,0.220808,1.06121
405,1.47e-05,0.002667,0.216989,1.08013
403,8.92e-06,0.00269016,0.234252,1.08413
406,5.062e-06,0.0026237,0.225213,1.06522
403,1.2799e-05,0.00263204,0.232226,1.06071
403,1.1772e-05,0.00244277,0.212806,0.984435
403,1.4718e-05,0.00243474,0.201358,0.981202
406,1.3332e-05,0.00251534,0.209398,1.02123
405,4.599e-06,0.00235567,0.200288,0.954046
403,1.3631e-05,0.00241774,0.209873,0.974349
407,1.1698e-05,0.00244673,0.194762,0.995821
402,1.0986e-05,0.00240321,0.204285,0.966091
406,9.098e-06,0.00240214,0.197299,0.97527
402,1.1496e-05,0.00247172,0.200301,0.993633
403,8.519e-06,0.00233833,0.20033,0.942347
405,1.3334e-05,0.00248647,0.208866,1.00702
403,1.4434e-05,0.00241092,0.187977,0.9716
403,1.3015e-05,0.00240098,0.183432,0.967596
406,9.645e-06,0.00240017,0.203284,0.974469
405,1.2117e-05,0.00242414,0.200045,0.981777
403,1.3924e-05,0.00244075,0.180914,0.983621
403,4.969e-06,0.00235341,0.182477,0.948425
406,8.626e-06,0.00236774,0.193308,0.9613
403,1.2904e-05,0.00243504,0.181643,0.981323
406,1.2751e-05,0.00236966,0.192146,0.962083
282,1.1038e-05,0.00293789,0.249161,0.828484
285,1.2828e-05,0.00298675,0.252417,0.851224
282,1.2752e-05,0.00287275,0.246017,0.810115
286,9.395e-06,0.00295919,0.256671,0.846329
283,6.267e-06,0.00294507,0.258095,0.833456
283,1.3041e-05,0.00291783,0.241053,0.825745
286,1.3742e-05,0.00294176,0.244877,0.841342
282,5.401e-06,0.00298139,0.240881,0.840751
286,8.637e-06,0.00293656,0.247983,0.839855
286,9.64e-06,0.00298792,0.259155,0.854544
282,1.0143e-05,0.00279321,0.220906,0.787685
286,9.903e-06,0.00287729,0.227658,0.822906
286,1.008e-05,0.00285449,0.22101,0.816385
282,1.0251e-05,0.00283815,0.224713,0.800359
286,1.3152e-05,0.0028381,0.221159,0.811696
282,9.836e-06,0.00291046,0.228607,0.82075
283,1.3098e-05,0.00291123,0.221571,0.823877
285,1.2494e-05,0.0028361,0.218809,0.808288
286,9.403e-06,0.00279284,0.22435,0.798753
283,1.2395e-05,0.00288951,0.241307,0.817732
286,3.613e-06,0.00269422,0.218763,0.770548
282,1.4123e-05,0.00291311,0.247933,0.821498
286,9.832e-06,0.0027816,0.217837,0.795537
283,1.2902e-05,0.00285185,0.221778,0.807075
285,1.2303e-05,0.00276908,0.220816,0.789189
282,9.923e-06,0.00288933,0.242522,0.814792
285,1.1658e-05,0.00289706,0.222022,0.825661
283,1.5772e-05,0.00274189,0.212332,0.775954
282,1.0207e-05,0.00288545,0.24576,0.813697
282,1.3225e-05,0.00279283,0.224559,0.787579
286,1.2922e-05,0.00262107,0.205412,0.749625
286,1.126e-05,0.00258305,0.19972,0.738752
287,8.93e-06,0.00248321,0.197404,0.712682
282,8.825e-06,0.00264339,0.216214,0.745435
286,9.744e-06,0.002651,0.218754,0.758185
283,1.3297e-05,0.00254049,0.194769,0.718957
283,1.2971e-05,0.00267828,0.222251,0.757953
286,9.955e-06,0.0026163,0.223186,0.748263
286,9.546e-06,0.00268264,0.221072,0.767235
284,1.4823e-05,0.00260059,0.182491,0.738568
286,1.3714e-05,0.00247735,0.17984,0.708521
283,1.4079e-05,0.00243984,0.180197,0.690475
287,8.881e-06,0.00256218,0.18363,0.735346
284,1.4898e-05,0.00244177,0.17539,0.693463
287,1.1281e-05,0.00252165,0.184662,0.723713
284,9.271e-06,0.00247697,0.175007,0.70346
287,1.4074e-05,0.00241481,0.184615,0.69305
283,1.2895e-05,0.00251083,0.181092,0.710564
284,7.917e-06,0.00250783,0.181346,0.712224
283,1.1738e-05,0.00251045,0.182204,0.710458
401,8.17e-06,0.00302153,0.407659,1.21163
404,9.45e-06,0.00300141,0.40826,1.21257
404,1.0489e-05,0.00308524,0.403151,1.24644
402,1.3147e-05,0.00298059,0.39196,1.1982
402,9.961e-06,0.00310552,0.399155,1.24842
403,1.2554e-05,0.00307577,0.408438,1.23953
401,1.2574e-05,0.00309904,0.39736,1.24272
403,1.3108e-05,0.00304354,0.410106,1.22655
400,1.1792e-05,0.00312919,0.422453,1.25167
401,6.186e-06,0.00303482,0.404674,1.21696
284,1.4892e-05,0.00357067,0.433803,1.01407
282,1.277e-05,0.00335304,0.380255,0.945559
284,9.663e-06,0.00343395,0.427028,0.975241
280,8.848e-06,0.00366447,0.442071,1.02605
284,8.685e-06,0.00349537,0.428199,0.992686
281,1.3085e-05,0.00331289,0.375843,0.930923
284,9.016e-06,0.00354238,0.430263,1.00604
281,1.2335e-05,0.00355927,0.415205,1.00016
280,1.8499e-05,0.00346017,0.410838,0.968847
284,1.3199e-05,0.00329752,0.380332,0.936497
401,1.3076e-05,0.00297578,0.425646,1.19329
400,8.826e-06,0.00312125,0.428692,1.2485
401,9.044e-06,0.00306451,0.436833,1.22887
397,3.475e-06,0.00312993,0.447869,1.24258
401,1.3894e-05,0.00299121,0.429462,1.19948
397,1.2071e-05,0.00306496,0.421067,1.21679
397,9.312e-06,0.00315553,0.457903,1.25274
397,8.709e-06,0.00317703,0.445034,1.26128
397,1.3685e-05,0.00301933,0.417378,1.19867
397,5.471e-06,0.00306863,0.434918,1.21825
281,1.386e-05,0.00360982,0.455313,1.01436
277,1.2875e-05,0.00357991,0.460421,0.991635
278,1.1538e-05,0.0034623,0.427971,0.96252
277,1.3719e-05,0.00351512,0.439271,0.973689
277,9.542e-06,0.00354977,0.437636,0.983288
277,1.4055e-05,0.00357942,0.435276,0.9915
280,1.2877e-05,0.00350764,0.419621,0.982141
280,7.139e-06,0.00355339,0.417745,0.994949
281,9.287e-06,0.00355643,0.445445,0.999358
277,1.3217e-05,0.00358073,0.446963,0.991861
405,1.3534e-05,0.00297407,0.376238,1.2045
405,1.2682e-05,0.00285002,0.324774,1.15426
401,1.2201e-05,0.00275267,0.314549,1.10382
405,1.3908e-05,0.00273495,0.308735,1.10765
401,8.999e-06,0.00278638,0.314909,1.11734
401,9.676e-06,0.00292689,0.332447,1.17368
405,1.3267e-05,0.00278202,0.315082,1.12672
401,9.605e-06,0.00287103,0.351283,1.15128
401,9.504e-06,0.00283192,0.313721,1.1356
405,1.1612e-05,0.00283633,0.31845,1.14872
403,1.1709e-05,0.00265978,0.274845,1.07189
406,1.2093e-05,0.00264483,0.273289,1.0738
402,9.758e-06,0.00290906,0.306914,1.16944
405,1.1282e-05,0.00288738,0.351896,1.16939
402,1.2861e-05,0.00271378,0.295937,1.09094
401,1.0118e-05,0.00290844,0.333867,1.16628
405,9.697e-06,0.00282847,0.331953,1.14553
402,8.814e-06,0.00273658,0.272096,1.1001
406,1.172e-05,0.00277613,0.289299,1.12711
402,1.2692e-05,0.00274904,0.282241,1.10512
403,1.3134e-05,0.0026076,0.247847,1.05086
402,8.806e-06,0.00249593,0.23883,1.00336
403,1.3183e-05,0.0025604,0.234471,1.03184
402,1.2475e-05,0.00249202,0.247983,1.00179
406,1.0114e-05,0.00248233,0.254371,1.00783
403,9.051e-06,0.00247249,0.24711,0.996412
405,1.3371e-05,0.0025444,0.231739,1.03048
405,9.036e-06,0.00245572,0.229556,0.994567
402,9.632e-06,0.00256029,0.232689,1.02924
403,1.0176e-05,0.00243553,0.238574,0.981519
403,9.26e-06,0.00255704,0.268823,1.03049
406,9.042e-06,0.00252763,0.241984,1.02622
403,9.578e-06,0.00261868,0.282099,1.05533
403,8.814e-06,0.00250884,0.267587,1.01106
402,1.0019e-05,0.00262494,0.262106,1.05523
406,1.2397e-05,0.00243758,0.240704,0.989658
406,1.357e-05,0.00255464,0.273447,1.03718
403,9.569e-06,0.0025271,0.262036,1.01842
402,1.3179e-05,0.00262634,0.267554,1.05579
406,1.3346e-05,0.00269955,0.276977,1.09602
403,8.977e-06,0.0026754,0.293979,1.07819
406,6.161e-06,0.00270818,0.289811,1.09952
403,8.441e-06,0.00254414,0.250046,1.02529
403,1.0782e-05,0.00265479,0.261525,1.06988
403,1.4087e-05,0.00261501,0.259225,1.05385
406,1.2712e-05,0.00249491,0.28786,1.01293
402,1.0488e-05,0.00255251,0.241743,1.02611
406,1.3698e-05,0.00246762,0.240298,1.00185
403,1.0744e-05,0.00249397,0.230862,1.00507
406,1.414e-05,0.00246773,0.261891,1.0019
282,9.869e-06,0.00330939,0.345496,0.933249
281,1.3856e-05,0.00318471,0.331639,0.894903
285,9.211e-06,0.00312548,0.336617,0.890761
281,8.002e-06,0.00325607,0.343309,0.914955
285,9.14e-06,0.00318125,0.331418,0.906655
282,1.2162e-05,0.00325134,0.34182,0.916878
285,1.3259e-05,0.00319686,0.346155,0.911106
281,8.43e-06,0.00319007,0.334943,0.896409
281,4.707e-06,0.00331631,0.350859,0.931884
282,9.386e-06,0.00308721,0.321427,0.870593
285,1.3743e-05,0.00289089,0.264666,0.823904
286,9.394e-06,0.00292329,0.269106,0.83606
286,1.2911e-05,0.00299201,0.287871,0.855715
283,6.96e-06,0.0029913,0.279957,0.846539
286,1.4056e-05,0.00295738,0.289022,0.84581
283,1.3454e-05,0.00299403,0.289174,0.847311
286,1.1598e-05,0.00301945,0.286269,0.863564
283,3.326e-06,0.00291468,0.26968,0.824854
282,9.411e-06,0.00292311,0.264461,0.824317
282,1.4964e-05,0.00296377,0.285992,0.835784
286,9.497e-06,0.00263835,0.238074,0.754569
286,1.1533e-05,0.0027176,0.222706,0.777234
282,1.2984e-05,0.002633,0.219489,0.742506
283,1.1277e-05,0.00275998,0.241152,0.781074
286,1.3368e-05,0.00265232,0.229671,0.758562
282,1.1741e-05,0.00267917,0.223081,0.755527
286,1.4296e-05,0.00274456,0.230395,0.784943
282,1.2653e-05,0.00270766,0.240354,0.76356
282,4.416e-06,0.00271727,0.220299,0.766269
285,9.009e-06,0.00258139,0.222927,0.735696
283,4.195e-06,0.00278455,0.244572,0.788026
282,1.1607e-05,0.00279788,0.256157,0.789003
283,9.598e-06,0.00265342,0.230784,0.750918
286,9.49e-06,0.00268114,0.236187,0.766806
286,1.3232e-05,0.00263648,0.24379,0.754032
283,1.1362e-05,0.00278849,0.244643,0.789144
286,5.877e-06,0.00274323,0.234005,0.784565
283,1.162e-05,0.00274157,0.245887,0.775865
286,1.1923e-05,0.00274903,0.239204,0.786221
283,1.1614e-05,0.00276426,0.239675,0.782285
282,1.2922e-05,0.00287004,0.265555,0.809351
282,1.0341e-05,0.00270428,0.22862,0.762606
286,9.969e-06,0.00266682,0.240445,0.76271
286,5.229e-06,0.00272976,0.247706,0.78071
283,8.83e-06,0.00266852,0.223022,0.755191
283,1.3067e-05,0.00280914,0.248467,0.794986
286,1.0639e-05,0.0027145,0.245605,0.776347
283,1.0072e-05,0.00268401,0.242212,0.759574
286,1.5399e-05,0.00275527,0.270556,0.788007
283,1.3543e-05,0.0027032,0.252792,0.765006
